"""RT @RealTurntsnaco: #Eminem is the GOAT.💯""","""RT @RealTurntsnaco: #Eminem is the GOAT.""","{""💯"": 1}"
"""Dyllan feel asleep on me. 😒""","""Dyllan feel asleep on me. ""","{""😒"": 1}"
"""RT @AsiaJoh90987747: Everybody wanna settle down but yet can’t be loyal🙄🤔""","""RT @AsiaJoh90987747: Everybody wanna settle down but yet can’t be loyal""","{""🙄"": 1, ""🤔"": 1}"
"""@ItsMeGrizz Definitely a woman, click the avi 🤦🏽‍♀️""","""@ItsMeGrizz Definitely a woman, click the avi ""","{""🤦🏽‍♀️"": 1}"
"""RT @WilliamShatner: I think @starwars has officially jumped the shark. 😳🙄 Wasn’t @HamillHimself supposed to be in this movie? 🤔 https://t.c…""","""RT @WilliamShatner: I think @starwars has officially jumped the shark.  Wasn’t @HamillHimself supposed to be in this movie?  https://t.c…""","{""😳"": 1, ""🙄"": 1, ""🤔"": 1}"
"""RT @fix00481: #workout #gilf4fuck #tits\n\nxlxx hot jailbait fingering 😍\n\nWatch full 😎\nhttps://t.co/3E5Vb13S3U\n\nhttps://t.co/YwKklwnBeE""","""RT @fix00481: #workout #gilf4fuck #tits\n\nxlxx hot jailbait fingering \n\nWatch full \nhttps://t.co/3E5Vb13S3U\n\nhttps://t.co/YwKklwnBeE""","{""😍"": 1, ""😎"": 1}"
"""RT @Bey_Legion: 15 Years of '03 Bonnie &amp; Clyde. 💎\n\nhttps://t.co/V63MffdabV https://t.co/YKt2gsGffM""","""RT @Bey_Legion: 15 Years of '03 Bonnie &amp; Clyde. \n\nhttps://t.co/V63MffdabV https://t.co/YKt2gsGffM""","{""💎"": 1}"
"""RT @LJS_society: Tonight! \""WHILE YOU WERE SLEEPING\""\n#이종석 #李鍾碩 #จงซอก #イ・ジョンソク\n\n© denisefen https://t.co/iD0z15JGUG""","""RT @LJS_society: Tonight! \""WHILE YOU WERE SLEEPING\""\n#이종석 #李鍾碩 #จงซอก #イ・ジョンソク\n\n denisefen https://t.co/iD0z15JGUG""","{""©"": 1}"
"""RT @BleacherReport: The Pac-12 North division might be packing more power than you think 👀 https://t.co/x6ZJMvgtqh""","""RT @BleacherReport: The Pac-12 North division might be packing more power than you think  https://t.co/x6ZJMvgtqh""","{""👀"": 1}"
"""RT @BeautyGirIs: If you expect me to buy a box for my dog just so I can help out a shelter dog, you are absolutely correct 😂😂😂 https://t.co…""","""RT @BeautyGirIs: If you expect me to buy a box for my dog just so I can help out a shelter dog, you are absolutely correct  https://t.co…""","{""😂"": 3}"
"""RT @BluntQueenx: WANNA GAIN BIG 💯🤔\n\n👣 Follow @SamanthaCartel and ME ✨\n\n💣 Retweet her #TityFollowTrain \n\n💰 And gain 100+ followers \n\n💎Follow…""","""RT @BluntQueenx: WANNA GAIN BIG \n\n Follow @SamanthaCartel and ME \n\n Retweet her #TityFollowTrain \n\n And gain 100+ followers \n\nFollow…""","{""✨"": 1, ""👣"": 1, ""💎"": 1, ""💣"": 1, ""💯"": 1, ""💰"": 1, ""🤔"": 1}"
"""@Harry_Styles \nYou have been part of my happiness and strength for years.\nThank you.\nLove you a lot H. \nCan you follow me, please? x82.997 🦑""","""@Harry_Styles \nYou have been part of my happiness and strength for years.\nThank you.\nLove you a lot H. \nCan you follow me, please? x82.997 ""","{""🦑"": 1}"
"""RT @BR_NBA: D-Wade out here throwing down reverse slams 👀 https://t.co/5RigeGNITJ""","""RT @BR_NBA: D-Wade out here throwing down reverse slams  https://t.co/5RigeGNITJ""","{""👀"": 1}"
"""@Harry_Styles Still salty you didn't tweet about Chicago😒""","""@Harry_Styles Still salty you didn't tweet about Chicago""","{""😒"": 1}"
"""RT @BackOn__E: ~ @AreReeYunNah  Happy Birthday cuzzoooo!! ❤️ my baby. we lit !""","""RT @BackOn__E: ~ @AreReeYunNah  Happy Birthday cuzzoooo!! ️ my baby. we lit !""","{""❤"": 1}"
"""RT @NatAnonadrestia: Daily reminder @DevinNunes lied about recusal, now refuses to explain role in #TrumpRussia investigation 🤥🤥🤥 #NunesGon…""","""RT @NatAnonadrestia: Daily reminder @DevinNunes lied about recusal, now refuses to explain role in #TrumpRussia investigation  #NunesGon…""","{""🤥"": 3}"
"""Nahh, Dave East gotta be found, ASAP!!!!!!😩😩😍😍""","""Nahh, Dave East gotta be found, ASAP!!!!!!""","{""😍"": 2, ""😩"": 2}"
"""@TiaVirgg Cause whooooooo sis cause WHO 😍❤️""","""@TiaVirgg Cause whooooooo sis cause WHO ️""","{""❤"": 1, ""😍"": 1}"
"""RT @BeautyWOC: Carnival Makeup ✨ IG: beautyby_melissa https://t.co/dC9pm4fa02""","""RT @BeautyWOC: Carnival Makeup  IG: beautyby_melissa https://t.co/dC9pm4fa02""","{""✨"": 1}"
"""My girl can get whatever the fuck she want, cause that's my girl 💯""","""My girl can get whatever the fuck she want, cause that's my girl ""","{""💯"": 1}"
"""RT @AllyBrooke: Brazil! Thank you for the kind welcome!!! I am so happy to be back. Eu te amo 🇧🇷""","""RT @AllyBrooke: Brazil! Thank you for the kind welcome!!! I am so happy to be back. Eu te amo ""","{""🇧🇷"": 1}"
"""Proud of you my love ❤️ https://t.co/TljtHTxql2""","""Proud of you my love ️ https://t.co/TljtHTxql2""","{""❤"": 1}"
"""@angiebizzarrro happy birthday gorgeous!!💓""","""@angiebizzarrro happy birthday gorgeous!!""","{""💓"": 1}"
"""RT @_HatiPedih_: Dear jodoh, i always try to be a good person. Wait for me plis 😘""","""RT @_HatiPedih_: Dear jodoh, i always try to be a good person. Wait for me plis ""","{""😘"": 1}"
"""I’m not beefing over no nigga 🚮""","""I’m not beefing over no nigga ""","{""🚮"": 1}"
"""RT @mefeater: Rihanna out in NYC ❤️ https://t.co/UY7lBPSgeM""","""RT @mefeater: Rihanna out in NYC ️ https://t.co/UY7lBPSgeM""","{""❤"": 1}"
"""RT @KraksTV: If dogs can bark, what can rats do???😂😂😂\n#KraksTv https://t.co/RAoIotW3h8""","""RT @KraksTV: If dogs can bark, what can rats do???\n#KraksTv https://t.co/RAoIotW3h8""","{""😂"": 3}"
"""I've been missing that fire. And he used the word orange. 😂 https://t.co/sF6HeY17rr https://t.co/zIZa2nbh7u""","""I've been missing that fire. And he used the word orange.  https://t.co/sF6HeY17rr https://t.co/zIZa2nbh7u""","{""😂"": 1}"
"""RT @coachaj_scfb: USC just got 2 of the nation’s top DBs @OlaijahGriffin &amp; @Kingathlete5 😵😵""","""RT @coachaj_scfb: USC just got 2 of the nation’s top DBs @OlaijahGriffin &amp; @Kingathlete5 ""","{""😵"": 2}"
"""RT @MeliaFansUSA: Ending The Night with @meliamaccarone's #CheckingOut🔥#FullThrottle #RockNRoll🤘4 The #Soul🎸https://t.co/pfMFOnf8VV😎… ""","""RT @MeliaFansUSA: Ending The Night with @meliamaccarone's #CheckingOut#FullThrottle #RockNRoll4 The #Soulhttps://t.co/pfMFOnf8VV… ""","{""🎸"": 1, ""🔥"": 1, ""😎"": 1, ""🤘"": 1}"
"""Nothing is more annoying than when you invite ur friend over and they leave their trash lying around at your place like it’s they mamas 🏡""","""Nothing is more annoying than when you invite ur friend over and they leave their trash lying around at your place like it’s they mamas ""","{""🏡"": 1}"
"""@jscoobylov93 Yea u do ❤️😍👫""","""@jscoobylov93 Yea u do ️""","{""❤"": 1, ""👫"": 1, ""😍"": 1}"
"""RT @LoveIsHardToDo: Let’s get drunk reminisce about the days we were broke and now getting paid🌹""","""RT @LoveIsHardToDo: Let’s get drunk reminisce about the days we were broke and now getting paid""","{""🌹"": 1}"
"""Aww I constantly tell myself how much I love myself I'm so amazing 🙄""","""Aww I constantly tell myself how much I love myself I'm so amazing ""","{""🙄"": 1}"
"""RT @ZiyandaMalaza: my BOTTLED WATER company @VATII_ 💧\n\n100% Black Owned\n\nwe supply RESTAURANTS / CLUBS / BARS / HOTELS / OFFICES\n\nplea… ""","""RT @ZiyandaMalaza: my BOTTLED WATER company @VATII_ \n\n100% Black Owned\n\nwe supply RESTAURANTS / CLUBS / BARS / HOTELS / OFFICES\n\nplea… ""","{""💧"": 1}"
"""why do I find SPIDER-MAN HOMECOMING boring? 😐""","""why do I find SPIDER-MAN HOMECOMING boring? ""","{""😐"": 1}"
"""So excited for senior szn with my day 1s❤️🏀 https://t.co/QI4c47Sg9b""","""So excited for senior szn with my day 1s️ https://t.co/QI4c47Sg9b""","{""❤"": 1, ""🏀"": 1}"
"""RT @beenchanel: let me continue to spread the positivity onto my timeline ✨ https://t.co/A9DJBgRptJ""","""RT @beenchanel: let me continue to spread the positivity onto my timeline  https://t.co/A9DJBgRptJ""","{""✨"": 1}"
"""RT @GoldenKnights: THE JAMES NEAL CAN'T BE STOPPED HE CAN ONLY BE CONTAINED💪""","""RT @GoldenKnights: THE JAMES NEAL CAN'T BE STOPPED HE CAN ONLY BE CONTAINED""","{""💪"": 1}"
"""RT @_mipung: and we thought they were crying because they were happy about the 10th anniversary 💔 #snsd  \nlittle we know https://t.co/H98yI…""","""RT @_mipung: and we thought they were crying because they were happy about the 10th anniversary  #snsd  \nlittle we know https://t.co/H98yI…""","{""💔"": 1}"
"""RT @GoldenKnights: nah he can't even be contained!\n\nUs: 4\nThem: 🥚 https://t.co/t8nJC1wsic""","""RT @GoldenKnights: nah he can't even be contained!\n\nUs: 4\nThem:  https://t.co/t8nJC1wsic""","{""🥚"": 1}"
"""RT @RSQX4: 100% #FREE Live Sex at 👉 https://t.co/SX5SyCIrLu 👈 Emmy Rossum @ScarlettRed01 @DRM00RE @DrRZX @DrRXM @jax_glam… ""","""RT @RSQX4: 100% #FREE Live Sex at  https://t.co/SX5SyCIrLu  Emmy Rossum @ScarlettRed01 @DRM00RE @DrRZX @DrRXM @jax_glam… ""","{""👈"": 1, ""👉"": 1}"
"""RT @Giulia_Colfer: Let me dream 😭 #Nygmobblepot https://t.co/viCGEkE24U""","""RT @Giulia_Colfer: Let me dream  #Nygmobblepot https://t.co/viCGEkE24U""","{""😭"": 1}"
"""Playing around 👭 https://t.co/NzAUkKQsDH""","""Playing around  https://t.co/NzAUkKQsDH""","{""👭"": 1}"
"""RT @rasengoat: Happy Birthday Naruto!🙂 We love you! https://t.co/DVQCZis0GM""","""RT @rasengoat: Happy Birthday Naruto! We love you! https://t.co/DVQCZis0GM""","{""🙂"": 1}"
"""RT @danielhowell: soo excited for all these autumn things!! 🤗☕️🍂\n\n• dark days like my soul\n• cold weather like my heart\n• leaves falling li…""","""RT @danielhowell: soo excited for all these autumn things!! ️\n\n• dark days like my soul\n• cold weather like my heart\n• leaves falling li…""","{""☕"": 1, ""🍂"": 1, ""🤗"": 1}"
"""RT @DougChapmanSNP: Very positive reaction to topical motion on #Catalonia today. With @joannaccherry and Sandra White MSP 👏 #snp17 https:/…""","""RT @DougChapmanSNP: Very positive reaction to topical motion on #Catalonia today. With @joannaccherry and Sandra White MSP  #snp17 https:/…""","{""👏"": 1}"
"""@MrSquishCat @ParasiticBun Oh no what a cutie 😭💕""","""@MrSquishCat @ParasiticBun Oh no what a cutie ""","{""💕"": 1, ""😭"": 1}"
"""🅿🅱\n1st time in industry\nDaily Video News #PP\n#Global Offers &amp; Indian Bazaar Rate\nSend Mail: PP@PolymerBazaar.com \nhttps://t.co/k9nHDgFW2J""","""\n1st time in industry\nDaily Video News #PP\n#Global Offers &amp; Indian Bazaar Rate\nSend Mail: PP@PolymerBazaar.com \nhttps://t.co/k9nHDgFW2J""","{""🅱"": 1, ""🅿"": 1}"
"""RT @Dax_x98: If U Haven't heard @ladygaga #Judas Check It Out Here ⬇ https://t.co/eSo9eAaNXo https://t.co/6ijl5GcGlY""","""RT @Dax_x98: If U Haven't heard @ladygaga #Judas Check It Out Here  https://t.co/eSo9eAaNXo https://t.co/6ijl5GcGlY""","{""⬇"": 1}"
"""RT @thisisinsider: This boy band is taking over the music world. 🎶 https://t.co/zY9OWnUQWb""","""RT @thisisinsider: This boy band is taking over the music world.  https://t.co/zY9OWnUQWb""","{""🎶"": 1}"
"""RT @DaphneBaniqued: Congrats! JFINEX 😍😍""","""RT @DaphneBaniqued: Congrats! JFINEX ""","{""😍"": 2}"
"""RT @FBMSJody: Most Girls Cannot Park For Shit😂""","""RT @FBMSJody: Most Girls Cannot Park For Shit""","{""😂"": 1}"
"""@703teflondom @SAzzarkani @LilRightSockHoe @hunnner_doee @HusseinHxmmad You not about it 🤧""","""@703teflondom @SAzzarkani @LilRightSockHoe @hunnner_doee @HusseinHxmmad You not about it ""","{""🤧"": 1}"
"""RT @waddell_lyana: It’s such an awesome feeling knowing your signicant other supports and helps you reach your goals✔️🤗❣️""","""RT @waddell_lyana: It’s such an awesome feeling knowing your signicant other supports and helps you reach your goals️️""","{""✔"": 1, ""❣"": 1, ""🤗"": 1}"
"""RT @MostRequestLive: .@OnAirRomeo got the most beautiful bouquet from the #BTSArmy!🌹 Thanks @RealChanceMPOD you are too sweet!… ""","""RT @MostRequestLive: .@OnAirRomeo got the most beautiful bouquet from the #BTSArmy! Thanks @RealChanceMPOD you are too sweet!… ""","{""🌹"": 1}"
"""RT @iamcardib: I can’t take it no more 😢😢😪😪😪😪😪😪 I gotta take a shit on this plane and I hate to do it to people""","""RT @iamcardib: I can’t take it no more  I gotta take a shit on this plane and I hate to do it to people""","{""😢"": 2, ""😪"": 6}"
"""🐢🐢🐢 ➡ me studying""","""  me studying""","{""➡"": 1, ""🐢"": 3}"
"""RT @TeamTWTS: Undoubtedly the most versatile actress in TFI @Samanthaprabhu2 😍❤ #RGG2OnOct13 \n2 Days more 😎✌ \n\nFor more follow :… ""","""RT @TeamTWTS: Undoubtedly the most versatile actress in TFI @Samanthaprabhu2  #RGG2OnOct13 \n2 Days more  \n\nFor more follow :… ""","{""✌"": 1, ""❤"": 1, ""😍"": 1, ""😎"": 1}"
"""@robfenton27 @RealMikeWilbon It's called employment...I can't sit any where or anytime I want when I'm working, I can't say what I want either. Million dollar slaves 🙄""","""@robfenton27 @RealMikeWilbon It's called employment...I can't sit any where or anytime I want when I'm working, I can't say what I want either. Million dollar slaves ""","{""🙄"": 1}"
"""obviously An Exaggeration™ but still""","""obviously An Exaggeration but still""","{""™"": 1}"
"""RT @intexolteam: 171010 [VIDEO] #EXO #Suho #Sehun gave message support for Siwon SJ upcoming drama\nDont forget to click the💜\n\nhttps://t.co/…""","""RT @intexolteam: 171010 [VIDEO] #EXO #Suho #Sehun gave message support for Siwon SJ upcoming drama\nDont forget to click the\n\nhttps://t.co/…""","{""💜"": 1}"
"""HOW TO BE SINGLE💁🏻""","""HOW TO BE SINGLE""","{""💁🏻"": 1}"
"""RT @alohalexisx3: PSA‼️‼️‼️ RIVERDALE SEASON 2 PREMIERE TOMORROW NIGHT 8PM RT TO SAVE A LIFE""","""RT @alohalexisx3: PSA️️️ RIVERDALE SEASON 2 PREMIERE TOMORROW NIGHT 8PM RT TO SAVE A LIFE""","{""‼"": 3}"
"""what about being annoying🤔 https://t.co/LYjN1vh9GY""","""what about being annoying https://t.co/LYjN1vh9GY""","{""🤔"": 1}"
"""RT @agirlinthepark: ✏️October BTS schedule from what I’ve gathered so far. Will update as needed. All dates&amp;times are in KST. https://t.co/…""","""RT @agirlinthepark: ️October BTS schedule from what I’ve gathered so far. Will update as needed. All dates&amp;times are in KST. https://t.co/…""","{""✏"": 1}"
"""RT @Oautumm_: My mindset so different ion be tripping on shit literally. Ain't no point cus Ima always have one up in whatever situation ☺️""","""RT @Oautumm_: My mindset so different ion be tripping on shit literally. Ain't no point cus Ima always have one up in whatever situation ️""","{""☺"": 1}"
"""Lmfaoooo 😭 https://t.co/Pk43Dh6jxZ""","""Lmfaoooo  https://t.co/Pk43Dh6jxZ""","{""😭"": 1}"
"""B00CPZ98L0 Caribbean Blue Hammock (2+ Person): AFJX | A SIGNATURE “insanely cozy” Yellow Leaf hammock- 100%… https://t.co/J9sh4LW7GS 💚""","""B00CPZ98L0 Caribbean Blue Hammock (2+ Person): AFJX | A SIGNATURE “insanely cozy” Yellow Leaf hammock- 100%… https://t.co/J9sh4LW7GS ""","{""💚"": 1}"
"""@Shellboy7 hahahaha your welcome 😎 can you tell me the name of the program or apk that you used for make the video?""","""@Shellboy7 hahahaha your welcome  can you tell me the name of the program or apk that you used for make the video?""","{""😎"": 1}"
"""Ok so when I give really good customer service at work I get sexually harassed more 🙃""","""Ok so when I give really good customer service at work I get sexually harassed more ""","{""🙃"": 1}"
"""i must be hella ugly causeeeeee... 🤔""","""i must be hella ugly causeeeeee... ""","{""🤔"": 1}"
"""RT @_ddiiaannaa: The bravest thing I ever did was continuing my life when i wanted it to end. Now, i'm as healthy as can be. ☀️ #MentalHeal…""","""RT @_ddiiaannaa: The bravest thing I ever did was continuing my life when i wanted it to end. Now, i'm as healthy as can be. ️ #MentalHeal…""","{""☀"": 1}"
"""RT @rapper_taetae: During every rush hour, people always have to deal with my loud @BTS_twt music 🤷🏼‍♀️😂 promoting them the right way… ""","""RT @rapper_taetae: During every rush hour, people always have to deal with my loud @BTS_twt music  promoting them the right way… ""","{""😂"": 1, ""🤷🏼‍♀️"": 1}"
"""RT @BabyIvo: Today has been a long day.. 😩😩""","""RT @BabyIvo: Today has been a long day.. ""","{""😩"": 2}"
"""#adult #conduct #disorder #treatment #free #hook up #sites #like #craigslist  CLICK HERE ➡ https://t.co/d4vNYhps0E""","""#adult #conduct #disorder #treatment #free #hook up #sites #like #craigslist  CLICK HERE  https://t.co/d4vNYhps0E""","{""➡"": 1}"
"""RT @NotesForGirlz: I need someone to get me this ring right now 😍 https://t.co/51faFE4B4j""","""RT @NotesForGirlz: I need someone to get me this ring right now  https://t.co/51faFE4B4j""","{""😍"": 1}"
"""I LOVE HIMMMMM🖤🖤🖤🖤🖤 https://t.co/p1gPgbMUKo""","""I LOVE HIMMMMM https://t.co/p1gPgbMUKo""","{""🖤"": 5}"
"""RT @TBach4: Great video of Maddy’s highlights from last AAU season.  Super proud of this kid. #heartoverheight 👊🏻💪🏻🏀… ""","""RT @TBach4: Great video of Maddy’s highlights from last AAU season.  Super proud of this kid. #heartoverheight … ""","{""🏀"": 1, ""👊🏻"": 1, ""💪🏻"": 1}"
"""@BostonSprtsNews @lalaHitchens @PatriotsExtra @HeartEyes4Brady @boston_girl79 @pats_junkie @bean9970 @GettyBosSports @polarbear52710 @sidzig5 Goodnight friends😴pleasant dreams🌙⭐🌠sleep well https://t.co/FX5bCbGJse""","""@BostonSprtsNews @lalaHitchens @PatriotsExtra @HeartEyes4Brady @boston_girl79 @pats_junkie @bean9970 @GettyBosSports @polarbear52710 @sidzig5 Goodnight friendspleasant dreamssleep well https://t.co/FX5bCbGJse""","{""⭐"": 1, ""🌙"": 1, ""🌠"": 1, ""😴"": 1}"
"""Liddle Corker‼️Haven't you learned what @POTUS does to those that don't do their job⁉️ https://t.co/kihVGXNr44""","""Liddle Corker️Haven't you learned what @POTUS does to those that don't do their job️ https://t.co/kihVGXNr44""","{""‼"": 1, ""⁉"": 1}"
"""RT: Stacy C. Sherwood Community Center for #Programming cool games #STEMCamps #Kids #Education 🕰️🖥️🎮💎 https://t.co/8hlE1VotbZ""","""RT: Stacy C. Sherwood Community Center for #Programming cool games #STEMCamps #Kids #Education ️️ https://t.co/8hlE1VotbZ""","{""🎮"": 1, ""💎"": 1, ""🕰"": 1, ""🖥"": 1}"
"""RT @livelifewellco: Me when I realise my parents were right about something... cringe... #notadmittingit #EVER!!! I 💕@adamlevine https://t.…""","""RT @livelifewellco: Me when I realise my parents were right about something... cringe... #notadmittingit #EVER!!! I @adamlevine https://t.…""","{""💕"": 1}"
"""Adrian Amos laid the wood on Jerick McKinnon👊🏽🎯 \n\n https://t.co/lyrGL4tUSq""","""Adrian Amos laid the wood on Jerick McKinnon \n\n https://t.co/lyrGL4tUSq""","{""🎯"": 1, ""👊🏽"": 1}"
"""sexy_blk_men's video https://t.co/ZEagyfoaA7 😳🙈🙊😩""","""sexy_blk_men's video https://t.co/ZEagyfoaA7 ""","{""😩"": 1, ""😳"": 1, ""🙈"": 1, ""🙊"": 1}"
"""RT @HshtagAskAuntie: We’re back and it’s going to get spooky👻 Come out to our live show October 30th to laugh and drink to prep for your… ""","""RT @HshtagAskAuntie: We’re back and it’s going to get spooky Come out to our live show October 30th to laugh and drink to prep for your… ""","{""👻"": 1}"
"""RT @tothekidswho: WHAT AN ERA ❤️😭 https://t.co/dj2vjwpwZY""","""RT @tothekidswho: WHAT AN ERA ️ https://t.co/dj2vjwpwZY""","{""❤"": 1, ""😭"": 1}"
"""RT @littleboneki: this color...😭😭\nOMG they remember it, so sweet #JBJ https://t.co/MjBBn4DZiG""","""RT @littleboneki: this color...\nOMG they remember it, so sweet #JBJ https://t.co/MjBBn4DZiG""","{""😭"": 2}"
"""RT @LaurenJauregui: 😂😂😂😂 I love youuu https://t.co/QhL2IXA3me""","""RT @LaurenJauregui:  I love youuu https://t.co/QhL2IXA3me""","{""😂"": 4}"
"""Hala! Feeling grammar police! Self descrimination yan ate! 😂😂😂 https://t.co/PGi70feVzT""","""Hala! Feeling grammar police! Self descrimination yan ate!  https://t.co/PGi70feVzT""","{""😂"": 3}"
"""Sudden craving for Takoyakiiiiiiiiiiiiii 😭😭😭😭""","""Sudden craving for Takoyakiiiiiiiiiiiiii ""","{""😭"": 4}"
"""I don’t personal know you but I will pray for you everyday. God does amazing things. Stay strong❤️ https://t.co/OYhXcaevYT""","""I don’t personal know you but I will pray for you everyday. God does amazing things. Stay strong️ https://t.co/OYhXcaevYT""","{""❤"": 1}"
"""RT @jacqueeelll_: I just want MY nigga to tell me EVERYTHING so a bitch can’t❗️""","""RT @jacqueeelll_: I just want MY nigga to tell me EVERYTHING so a bitch can’t️""","{""❗"": 1}"
"""@GunnyyB @Vickhairs @Jrohm309 @Eminem That wasn’t the question 🤦🏾‍♂️""","""@GunnyyB @Vickhairs @Jrohm309 @Eminem That wasn’t the question ""","{""🤦🏾‍♂️"": 1}"
"""I would have neheeverrrr let my child play grand theft auto 3.. 😵""","""I would have neheeverrrr let my child play grand theft auto 3.. ""","{""😵"": 1}"
"""Repsonse video to @_therealshanti \n➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖\nTAG A FRIEND WHO CAN RELATE… https://t.co/n1ZCtWYnBi""","""Repsonse video to @_therealshanti \n\nTAG A FRIEND WHO CAN RELATE… https://t.co/n1ZCtWYnBi""","{""➖"": 17}"
"""@ParilloGary @bknight53 @rigel2020 @SongBir61085170 @Jimgray7582 @monte1223 @thejunkqueen85 @jeolmoz2 @darryl_brooks @GaryDowning3 @hubbardbro @ErnestBrewerJr2 @Seattletwo @PattyArquette @FYMYGIRLS Let’s ask @SongBir61085170 to see if her accounts been hacked, or she’s just that pissed😡I am I’m sure she got her phone no""","""@ParilloGary @bknight53 @rigel2020 @SongBir61085170 @Jimgray7582 @monte1223 @thejunkqueen85 @jeolmoz2 @darryl_brooks @GaryDowning3 @hubbardbro @ErnestBrewerJr2 @Seattletwo @PattyArquette @FYMYGIRLS Let’s ask @SongBir61085170 to see if her accounts been hacked, or she’s just that pissedI am I’m sure she got her phone no""","{""😡"": 1}"
"""RT @TheMeemStreams: I guess someone else knew what a NASTY woman Ashley Judd is. #HarveyWeinstein 🇺🇸 #MAGA https://t.co/sMpI4IgoLJ""","""RT @TheMeemStreams: I guess someone else knew what a NASTY woman Ashley Judd is. #HarveyWeinstein  #MAGA https://t.co/sMpI4IgoLJ""","{""🇺🇸"": 1}"
"""@austinmckenna13 thanks oost❤️ miss you too😩""","""@austinmckenna13 thanks oost️ miss you too""","{""❤"": 1, ""😩"": 1}"
"""night stands in the same relation to the study of the exasperated lipstick as masturbation to sexual love 🤙🏻""","""night stands in the same relation to the study of the exasperated lipstick as masturbation to sexual love ""","{""🤙🏻"": 1}"
"""RT @pena23daniel30: Kevin gates by any means 2 has some pretty dope songs 🤧""","""RT @pena23daniel30: Kevin gates by any means 2 has some pretty dope songs ""","{""🤧"": 1}"
"""RT @carissa_m5: @Juice_Man I love you so much😚❤️""","""RT @carissa_m5: @Juice_Man I love you so much️""","{""❤"": 1, ""😚"": 1}"
"""RT @beINSPORTSUSA: .@LuisSuarez9 makes it 3-1 to all put guarantee @Uruguay qualify for their 13th World Cup. 🇺🇾 3-1 🇧🇴 https://t.co/XQkrhT…""","""RT @beINSPORTSUSA: .@LuisSuarez9 makes it 3-1 to all put guarantee @Uruguay qualify for their 13th World Cup.  3-1  https://t.co/XQkrhT…""","{""🇧🇴"": 1, ""🇺🇾"": 1}"
"""@kpopgiveways Monsta X's coming soon album 😭""","""@kpopgiveways Monsta X's coming soon album ""","{""😭"": 1}"
"""RT @Cyn_Santana: Oh my god I hate when I take my wig off ready to head home and I forget to do something and have to pop it back on😫😫😫😫""","""RT @Cyn_Santana: Oh my god I hate when I take my wig off ready to head home and I forget to do something and have to pop it back on""","{""😫"": 4}"
"""RT @just_jusss: Truly a Gift from God🤧🎤 https://t.co/U0z9QL7wBQ""","""RT @just_jusss: Truly a Gift from God https://t.co/U0z9QL7wBQ""","{""🎤"": 1, ""🤧"": 1}"
"""RT @Chitrajaypee: After paying4 my 🏡 I 🤷‍♀️am begging all d Perpetrators involved in#RET Scam 4 my 🏡to help us .God Bless Judiciary r fair2…""","""RT @Chitrajaypee: After paying4 my  I am begging all d Perpetrators involved in#RET Scam 4 my to help us .God Bless Judiciary r fair2…""","{""🏡"": 2, ""🤷‍♀️"": 1}"
"""When you fighting yo big brother but he really playing with u like a toy 😭😭 https://t.co/oKgoV6mt5P""","""When you fighting yo big brother but he really playing with u like a toy  https://t.co/oKgoV6mt5P""","{""😭"": 2}"
"""What’s the point in making fake pages of popular/famous people? Y’all ain’t getting no money. Only retweets and likes🙄""","""What’s the point in making fake pages of popular/famous people? Y’all ain’t getting no money. Only retweets and likes""","{""🙄"": 1}"
"""RT @exo_schedules: INFO |  AAA Round 2\n\nStarts\n🗓 12th Oct\n🕒  Noon KST\n\nEnds\n🗓 26th Oct\n🕒 24:00 KST (Midnight)\n\nApp only!\n\nApp link 🔜 o… ""","""RT @exo_schedules: INFO |  AAA Round 2\n\nStarts\n 12th Oct\n  Noon KST\n\nEnds\n 26th Oct\n 24:00 KST (Midnight)\n\nApp only!\n\nApp link  o… ""","{""🔜"": 1, ""🕒"": 2, ""🗓"": 2}"
"""\""I'm drawing in the sand a line!\""    STAND UP! 👊🏼👊🏽👊🏾👊🏿""","""\""I'm drawing in the sand a line!\""    STAND UP! ""","{""👊🏼"": 1, ""👊🏽"": 1, ""👊🏾"": 1, ""👊🏿"": 1}"
"""RT @Wabb_7: It ain't nun but a G thang babby🤘🏾""","""RT @Wabb_7: It ain't nun but a G thang babby""","{""🤘🏾"": 1}"
"""@lyknee wow you cute, yes girl 🔥🔥""","""@lyknee wow you cute, yes girl ""","{""🔥"": 2}"
"""RT @crouchy929: Up Idol #VictoriaSong #SongQian 💕 https://t.co/HtvvCZguYJ""","""RT @crouchy929: Up Idol #VictoriaSong #SongQian  https://t.co/HtvvCZguYJ""","{""💕"": 1}"
"""I'm so wavy babyyy🌊 https://t.co/tmFzgewgC5""","""I'm so wavy babyyy https://t.co/tmFzgewgC5""","{""🌊"": 1}"
"""RT @Machinima: Definitely made this kid's week 😊 https://t.co/vwtxfg70kr""","""RT @Machinima: Definitely made this kid's week  https://t.co/vwtxfg70kr""","{""😊"": 1}"
"""RT @sweetpark_0915: No edits at all. You are just this good looking for real😏😏@Jae_Day6 https://t.co/w89vOkb1Vi""","""RT @sweetpark_0915: No edits at all. You are just this good looking for real@Jae_Day6 https://t.co/w89vOkb1Vi""","{""😏"": 2}"
"""Done  taking the exam ✅✅""","""Done  taking the exam ""","{""✅"": 2}"
"""@vampythoness Girl wtf 💀💀💀""","""@vampythoness Girl wtf ""","{""💀"": 3}"
